Team 1,Team 2,Winner,Margin,Ground,Match Date,match_id
Bahamas,Belize,Bahamas,11 runs,North Sound,"Nov 11, 2021",T20I # 1419
Australia,Pakistan,Australia,5 wickets,Dubai (DSC),"Nov 11, 2021",T20I # 1420
Bermuda,Panama,Bermuda,86 runs,Coolidge,"Nov 11, 2021",T20I # 1421
Argentina,U.S.A.,U.S.A.,8 wickets,North Sound,"Nov 11, 2021",T20I # 1422
Bahamas,U.S.A.,U.S.A.,10 wickets,Coolidge,"Nov 13, 2021",T20I # 1423
Belize,Bermuda,Bermuda,7 wickets,North Sound,"Nov 13, 2021",T20I # 1424
Bahamas,Panama,Panama,26 runs,Coolidge,"Nov 13, 2021",T20I # 1425
Argentina,Canada,Canada,9 wickets,North Sound,"Nov 13, 2021",T20I # 1426
Canada,Panama,Canada,208 runs,Coolidge,"Nov 14, 2021",T20I # 1427
Australia,New Zealand,Australia,8 wickets,Dubai (DSC),"Nov 14, 2021",T20I # 1428
Argentina,Bermuda,Bermuda,3 wickets,Coolidge,"Nov 14, 2021",T20I # 1429
Nigeria,Tanzania,Tanzania,6 wickets,Rwanda,"Nov 17, 2021",T20I # 1430
Kenya,Uganda,Kenya,1 runs,Kigali,"Nov 17, 2021",T20I # 1431
Nigeria,Uganda,Uganda,12 runs,Rwanda,"Nov 17, 2021",T20I # 1432
Kenya,Tanzania,Tanzania,49 runs,Kigali,"Nov 17, 2021",T20I # 1433
India,New Zealand,India,5 wickets,Jaipur,"Nov 17, 2021",T20I # 1434
Tanzania,Uganda,Uganda,8 wickets,Rwanda,"Nov 18, 2021",T20I # 1435
Kenya,Nigeria,Kenya,8 wickets,Kigali,"Nov 18, 2021",T20I # 1436
Kenya,Tanzania,Kenya,7 wickets,Rwanda,"Nov 18, 2021",T20I # 1437
Nigeria,Uganda,Uganda,8 wickets,Kigali,"Nov 18, 2021",T20I # 1438
Bangladesh,Pakistan,Pakistan,4 wickets,Mirpur,"Nov 19, 2021",T20I # 1439
India,New Zealand,India,7 wickets,Ranchi,"Nov 19, 2021",T20I # 1440
Tanzania,Uganda,Uganda,6 wickets,Rwanda,"Nov 20, 2021",T20I # 1441
Kenya,Nigeria,Kenya,60 runs,Kigali,"Nov 20, 2021",T20I # 1442
Bangladesh,Pakistan,Pakistan,8 wickets,Mirpur,"Nov 20, 2021",T20I # 1443
Kenya,Uganda,Uganda,6 wickets,Rwanda,"Nov 20, 2021",T20I # 1444
Nigeria,Tanzania,Tanzania,69 runs,Kigali,"Nov 20, 2021",T20I # 1445
India,New Zealand,India,73 runs,Eden Gardens,"Nov 21, 2021",T20I # 1446
Bangladesh,Pakistan,Pakistan,5 wickets,Mirpur,"Nov 22, 2021",T20I # 1447
Pakistan,West Indies,Pakistan,63 runs,Karachi,"Dec 13, 2021",T20I # 1448
Pakistan,West Indies,Pakistan,9 runs,Karachi,"Dec 14, 2021",T20I # 1449
Pakistan,West Indies,Pakistan,7 wickets,Karachi,"Dec 16, 2021",T20I # 1450
U.S.A.,Ireland,U.S.A.,26 runs,Lauderhill,"Dec 22, 2021",T20I # 1451
U.S.A.,Ireland,Ireland,9 runs,Lauderhill,"Dec 23, 2021",T20I # 1452
